Date,count,accuracy_raw,accuracy_cal,positive_rate
2025-08-12,228.0,0.5789473684210527,0.6885964912280702,0.31140350877192985
2025-08-13,228.0,0.6666666666666666,0.9473684210526315,0.05263157894736842
2025-08-14,228.0,0.5350877192982456,0.5043859649122807,0.4956140350877193
2025-08-15,228.0,0.6447368421052632,0.5964912280701754,0.40350877192982454
2025-08-18,228.0,0.5482456140350878,0.7631578947368421,0.23684210526315788
2025-08-19,228.0,0.5482456140350878,0.8552631578947368,0.14473684210526316
2025-08-20,228.0,0.6271929824561403,0.881578947368421,0.11842105263157894
2025-08-21,228.0,0.631578947368421,0.6929824561403509,0.30701754385964913
2025-08-22,228.0,0.6842105263157895,0.7149122807017544,0.2850877192982456
2025-08-25,228.0,0.6929824561403509,0.9429824561403509,0.05701754385964912
2025-08-26,228.0,0.6885964912280702,0.8508771929824561,0.14912280701754385
2025-08-27,228.0,0.6535087719298246,0.706140350877193,0.29385964912280704
2025-08-28,228.0,0.7368421052631579,0.881578947368421,0.11842105263157894
2025-08-29,228.0,0.6535087719298246,0.7719298245614035,0.22807017543859648
2025-09-01,228.0,0.4649122807017544,0.6008771929824561,0.3991228070175439
2025-09-02,228.0,0.7236842105263158,0.8991228070175439,0.10087719298245613
2025-09-03,228.0,0.5745614035087719,0.5964912280701754,0.40350877192982454
2025-09-04,228.0,0.5394736842105263,0.5482456140350878,0.4517543859649123
2025-09-05,228.0,0.5789473684210527,0.5350877192982456,0.4649122807017544
2025-09-08,228.0,0.7412280701754386,0.881578947368421,0.11842105263157894
2025-09-09,228.0,0.7149122807017544,0.7675438596491229,0.2324561403508772
2025-09-10,228.0,0.7368421052631579,0.7982456140350878,0.20175438596491227
2025-09-11,228.0,0.7280701754385965,0.7982456140350878,0.20175438596491227
2025-09-12,228.0,0.6973684210526315,0.7368421052631579,0.2631578947368421
2025-09-16,228.0,0.7280701754385965,0.9254385964912281,0.07456140350877193
2025-09-17,228.0,0.7149122807017544,0.7807017543859649,0.21929824561403508
2025-09-18,228.0,0.7324561403508771,0.8859649122807017,0.11842105263157894
2025-09-19,228.0,0.618421052631579,0.6403508771929824,0.35964912280701755
2025-09-22,228.0,0.6666666666666666,0.7894736842105263,0.21052631578947367
2025-09-24,228.0,0.5833333333333334,0.7236842105263158,0.27631578947368424
2025-09-25,228.0,0.5745614035087719,0.7368421052631579,0.2631578947368421
2025-09-26,228.0,0.7719298245614035,0.9298245614035088,0.07017543859649122
2025-09-29,228.0,0.5482456140350878,0.8026315789473685,0.19736842105263158
2025-09-30,228.0,0.6140350877192983,0.9298245614035088,0.07017543859649122
2025-10-01,228.0,0.5350877192982456,0.8070175438596491,0.19298245614035087
2025-10-02,228.0,0.5745614035087719,0.543859649122807,0.45614035087719296
2025-10-03,228.0,0.5131578947368421,0.23684210526315788,0.7631578947368421
2025-10-06,228.0,0.5131578947368421,0.7280701754385965,0.2719298245614035
2025-10-07,228.0,0.6228070175438597,0.7412280701754386,0.25877192982456143
2025-10-08,228.0,0.5482456140350878,0.6929824561403509,0.30701754385964913
2025-10-09,228.0,0.6622807017543859,0.9605263157894737,0.039473684210526314
2025-10-10,228.0,0.34210526315789475,1.0,0.0
